application_name,platform,key_combination,title,description,category,confidence_score,extraction_method
Kiro,Windows,Ctrl,+Shift+S,+Shift+S,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+S,+Shift+S,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+S,+Shift+S,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+S,+Shift+S,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Z,+Z,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Z,+Z,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Z,+Z,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Z,+Z,General,75.0,python_list_parser
Kiro,Windows,Shift,++Z,++Z,General,75.0,python_list_parser
Kiro,Windows,Shift,++Z,++Z,General,75.0,python_list_parser
Kiro,Windows,Shift,++Z,++Z,General,75.0,python_list_parser
Kiro,Windows,Shift,++Z,++Z,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+Z,+Shift+Z,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+Z,+Shift+Z,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+Z,+Shift+Z,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+Z,+Shift+Z,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+P,+P,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+P,+P,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+P,+P,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+P,+P,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+O,+O,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+O,+O,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+O,+O,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+O,+O,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+K,+K,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+K,+K,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+K,+K,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+K,+K,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+O,+O,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+O,+O,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+O,+O,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+O,+O,General,75.0,python_list_parser
Kiro,Windows,Shift,++O,++O,General,75.0,python_list_parser
Kiro,Windows,Shift,++O,++O,General,75.0,python_list_parser
Kiro,Windows,Shift,++O,++O,General,75.0,python_list_parser
Kiro,Windows,Shift,++O,++O,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+O,+Shift+O,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+O,+Shift+O,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+O,+Shift+O,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+O,+Shift+O,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+G,+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+G,+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+G,+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+G,+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+G,+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+G,+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+G,+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+G,+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+F,+F,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+F,+F,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+F,+F,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+F,+F,General,75.0,python_list_parser
Kiro,Windows,Shift,++F,++F,General,75.0,python_list_parser
Kiro,Windows,Shift,++F,++F,General,75.0,python_list_parser
Kiro,Windows,Shift,++F,++F,General,75.0,python_list_parser
Kiro,Windows,Shift,++F,++F,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+F,+Shift+F,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+F,+Shift+F,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+F,+Shift+F,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+F,+Shift+F,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+B,+B,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+B,+B,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+B,+B,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+B,+B,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+1/2/3,+1/2/3,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+1/2/3,+1/2/3,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+1/2/3,+1/2/3,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+1/2/3,+1/2/3,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+G,+Shift+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+G,+Shift+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+G,+Shift+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+G,+Shift+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+G,+Shift+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+G,+Shift+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+G,+Shift+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+G,+Shift+G,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+X,+X,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+X,+X,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+X,+X,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+X,+X,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+C,+C,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+C,+C,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+C,+C,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+C,+C,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+V,+V,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+V,+V,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+V,+V,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+V,+V,General,75.0,python_list_parser
Kiro,Windows,Alt,+/,+/,General,75.0,python_list_parser
Kiro,Windows,AltUp,+/,+/,General,75.0,python_list_parser
Kiro,Windows,Alt,+/,+/,General,75.0,python_list_parser
Kiro,Windows,AltUp,+/,+/,General,75.0,python_list_parser
Kiro,Windows,Alt,+/,+/,General,75.0,python_list_parser
Kiro,Windows,AltUp,+/,+/,General,75.0,python_list_parser
Kiro,Windows,Alt,+/,+/,General,75.0,python_list_parser
Kiro,Windows,AltUp,+/,+/,General,75.0,python_list_parser
Kiro,Windows,Shift,++K,++K,General,75.0,python_list_parser
Kiro,Windows,Shift,++K,++K,General,75.0,python_list_parser
Kiro,Windows,Shift,++K,++K,General,75.0,python_list_parser
Kiro,Windows,Shift,++K,++K,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+K,+Shift+K,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+K,+Shift+K,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+K,+Shift+K,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+Shift+K,+Shift+K,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+L,+L,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+L,+L,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+L,+L,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+L,+L,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+I,+I,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+I,+I,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+I,+I,General,75.0,python_list_parser
Kiro,Windows,Ctrl,+I,+I,General,75.0,python_list_parser
Kiro,Windows,Shift,( ++P / ++P ).,( ++P / ++P ).,General,75.0,python_list_parser
Kiro,Windows,Ctrl,( ++P / ++P ).,( ++P / ++P ).,General,75.0,python_list_parser
